,date,latitude,longitude,species,total,habitat,year
6997, 2008-07-07 ,76.05,9.63333333333333,white beaked dolphin,5,unknown,2008
6998, 2008-07-07 ,77.0833333333333,6.65,white beaked dolphin,5,unknown,2008
6999, 2008-07-08 ,77.1833333333333,9.58333333333333,white beaked dolphin,5,unknown,2008
7000, 2008-07-14 ,78.2666666666667,8.08333333333333,white beaked dolphin,5,unknown,2008
7001, 2008-07-21 ,76.8333333333333,13.0166666666667,white beaked dolphin,5,unknown,2008
7002, 2008-07-23 ,76.4333333333333,7.98333333333333,white beaked dolphin,5,unknown,2008
7003, 2008-07-27 ,77.5666666666667,9.8,white beaked dolphin,5,unknown,2008
7004, 2008-07-27 ,77.8833333333333,9.0,white beaked dolphin,5,unknown,2008
7005, 2008-07-29 ,75.25,15.0833333333333,white beaked dolphin,5,unknown,2008
7006, 2008-08-23 ,74.4833333333333,15.3333333333333,white beaked dolphin,5,unknown,2008
7007, 2008-09-04 ,74.5833333333333,23.1166666666667,white beaked dolphin,5,unknown,2008
7008, 2008-09-15 ,75.5333333333333,27.25,white beaked dolphin,5,unknown,2008
7009, 2008-09-15 ,75.5333333333333,27.25,white beaked dolphin,5,unknown,2008
7010, 2008-09-18 ,76.3333333333333,17.0,white beaked dolphin,5,unknown,2008
7011, 2008-09-18 ,76.3333333333333,17.0,white beaked dolphin,5,unknown,2008
7012, 2009-08-26 ,74.05,23.85,white beaked dolphin,5,unknown,2009
7013, 2010-05-07 ,77.4366666666667,11.6583333333333,white beaked dolphin,5,unknown,2010
7014, 2010-08-04 ,77.085,12.0483333333333,white beaked dolphin,5,water,2010
7015, 2010-09-04 ,74.6,21.55,white beaked dolphin,5,unknown,2010
7016, 2010-09-12 ,75.6166666666667,31.2333333333333,white beaked dolphin,5,unknown,2010
7017, 2011-05-30 ,74.4166666666667,17.3283333333333,white beaked dolphin,5,unknown,2011
7018, 2011-06-18 ,74.5333333333333,16.9,white beaked dolphin,5,unknown,2011
7019, 2011-06-18 ,74.7,17.5833333333333,white beaked dolphin,5,unknown,2011
7020, 2011-06-19 ,79.44,8.16,white beaked dolphin,5,unknown,2011
7021, 2011-06-22 ,76.2333333333333,14.5,white beaked dolphin,5,unknown,2011
7022, 2011-08-22 ,74.1242141723633,15.3932371139526,white beaked dolphin,5,water,2011
7023, 2011-09-07 ,74.9166666666667,23.6166666666667,white beaked dolphin,5,unknown,2011
7024, 2011-09-15 ,75.1,25.7833333333333,white beaked dolphin,5,unknown,2011
7025, 2011-09-15 ,75.1166666666667,25.7833333333333,white beaked dolphin,5,unknown,2011
7026, 2011-09-20 ,76.6666666666667,37.8,white beaked dolphin,5,unknown,2011
7027, 2011-09-23 ,77.7833333333333,37.9333333333333,white beaked dolphin,5,unknown,2011
7028, 2012-02-26 ,78.0847320556641,11.8627338409424,white beaked dolphin,5,water,2012
7029, 2012-06-17 ,76.98618,11.37487,white beaked dolphin,5,water,2012
7030, 2012-07-22 ,78.0877914428711,12.985200881958,white beaked dolphin,5,water,2012
7031, 2012-08-11 ,77.6830215454102,10.5041561126709,white beaked dolphin,5,water,2012
7032, 2012-08-28 ,77.5633010864258,11.522177696228,white beaked dolphin,5,water,2012
7033, 2012-10-17 ,74.7889099121094,7.28153371810913,white beaked dolphin,5,water,2012
7034, 2012-10-19 ,74.6816024780273,7.3190746307373,white beaked dolphin,5,water,2012
7035, 2012-10-20 ,74.6234283447266,7.31022930145264,white beaked dolphin,5,water,2012
7036, 2013-06-24 ,74.05,18.19,white beaked dolphin,5,unknown,2013
7037, 2013-07-08 ,76.15,42.6333333333333,white beaked dolphin,5,unknown,2013
7038, 2013-08-21 ,76.96098,18.5118,white beaked dolphin,5,water,2013
7039, 2013-09-02 ,77.9,37.4166666666667,white beaked dolphin,5,unknown,2013
7040, 2014-08-27 ,77.9333333333333,10.35,white beaked dolphin,5,water,2014
7041, 2016-04-29 ,76.25,35.765,white beaked dolphin,5,,2016
7042, 2016-08-21 ,78.465,30.02,white beaked dolphin,5,,2016
7043, 2016-08-25 ,77.6183333333333,28.8016666666666,white beaked dolphin,5,,2016
7044, 2003-06-25 ,72.7833333333333,6.13333333333333,white beaked dolphin,5,water,2003
7045, 2005-06-05 ,71.6666666666667,20.6333333333333,white beaked dolphin,5,unknown,2005
7046, 2007-06-03 ,71.007,20.2166666666667,white beaked dolphin,5,unknown,2007
7047, 2007-06-23 ,79.69451,13.83338,white beaked dolphin,5,water,2007
7048, 2007-09-26 ,70.4666666666667,22.7666666666667,white beaked dolphin,5,unknown,2007
7049, 2011-05-29 ,73.7833333333333,17.7833333333333,white beaked dolphin,5,unknown,2011
7050, 2011-06-16 ,73.4166666666667,17.35,white beaked dolphin,5,unknown,2011
7051, 2011-06-16 ,73.4333333333333,17.35,white beaked dolphin,5,unknown,2011
7052, 2011-06-16 ,73.15,17.2333333333333,white beaked dolphin,5,unknown,2011
